class,directoryname,directorypath,numclips,split
Normal,Normal_306,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_306,180,train
Normal,Normal_314,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_314,70,train
Normal,Normal_317,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_317,58,train
Normal,Normal_318,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_318,81,train
Normal,Normal_335,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_335,180,train
Normal,Normal_341,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_341,55,train
Normal,Normal_342,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_342,180,train
Normal,Normal_345,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_345,13,train
Normal,Normal_346,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_346,180,train
Normal,Normal_350,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_350,90,train
Normal,Normal_353,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_353,75,train
Normal,Normal_361,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_361,88,train
Normal,Normal_365,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_365,180,train
Normal,Normal_375,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_375,180,train
Normal,Normal_399,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_399,180,train
Normal,Normal_401,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_401,101,train
Normal,Normal_402,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_402,36,train
Normal,Normal_403,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_403,25,train
Normal,Normal_411,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_411,57,train
Normal,Normal_416,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_416,84,train
Normal,Normal_417,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_417,67,train
Normal,Normal_445,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_445,132,train
Normal,Normal_446,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_446,30,train
Normal,Normal_450,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_450,180,train
Normal,Normal_452,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_452,27,train
Normal,Normal_454,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_454,113,train
Normal,Normal_455,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_455,35,train
Normal,Normal_456,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_456,180,train
Normal,Normal_457,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_457,109,train
Normal,Normal_459,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_459,180,train
Normal,Normal_460,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_460,180,train
Normal,Normal_508,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_508,88,train
Normal,Normal_509,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_509,43,train
Normal,Normal_512,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_512,180,train
Normal,Normal_530,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_530,180,train
Normal,Normal_547,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_547,180,train
Normal,Normal_566,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_566,180,train
Normal,Normal_579,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_579,180,train
Normal,Normal_585,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_585,111,train
Normal,Normal_597,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_597,139,train
Normal,Normal_599,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_599,148,train
Normal,Normal_605,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_605,180,train
Normal,Normal_612,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_612,180,train
Normal,Normal_654,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_654,160,train
Normal,Normal_670,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_670,180,train
Normal,Normal_674,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_674,180,train
Normal,Normal_677,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_677,163,train
Normal,Normal_678,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_678,138,train
Normal,Normal_681,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_681,180,train
Normal,Normal_687,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_687,180,train
Normal,Normal_688,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_688,180,train
Normal,Normal_695,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_695,180,train
Normal,Normal_699,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_699,108,train
Normal,Normal_707,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_707,125,train
Normal,Normal_711,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_711,97,train
Normal,Normal_745,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_745,19,train
Normal,Normal_753,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_753,55,train
Normal,Normal_754,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_754,101,train
Normal,Normal_759,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_759,55,train
Normal,Normal_772,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_772,83,train
Normal,Normal_795,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_795,180,train
Normal,Normal_819,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_819,180,train
Normal,Normal_820,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_820,41,train
Normal,Normal_854,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_854,180,train
Normal,Normal_859,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_859,45,train
Normal,Normal_861,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_861,89,train
Normal,Normal_881,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_881,14,train
Normal,Normal_929,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_929,57,train
Normal,Normal_947,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_947,180,train
Robbery,Robbery_006,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_006,180,train
Robbery,Robbery_009,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_009,180,train
Robbery,Robbery_010,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_010,180,train
Robbery,Robbery_011,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_011,81,train
Robbery,Robbery_013,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_013,180,train
Robbery,Robbery_014,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_014,180,train
Robbery,Robbery_015,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_015,171,train
Robbery,Robbery_016,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_016,103,train
Robbery,Robbery_017,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_017,180,train
Robbery,Robbery_021,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_021,180,train
Robbery,Robbery_022,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_022,180,train
Robbery,Robbery_023,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_023,69,train
Robbery,Robbery_024,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_024,149,train
Robbery,Robbery_026,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_026,180,train
Robbery,Robbery_027,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_027,180,train
Robbery,Robbery_028,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_028,146,train
Robbery,Robbery_030,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_030,180,train
Robbery,Robbery_033,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_033,59,train
Robbery,Robbery_034,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_034,180,train
Robbery,Robbery_035,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_035,180,train
Robbery,Robbery_036,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_036,180,train
Robbery,Robbery_037,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_037,180,train
Robbery,Robbery_039,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_039,32,train
Robbery,Robbery_041,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_041,85,train
Robbery,Robbery_042,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_042,135,train
Robbery,Robbery_044,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_044,29,train
Robbery,Robbery_045,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_045,180,train
Robbery,Robbery_046,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_046,53,train
Robbery,Robbery_047,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_047,95,train
Robbery,Robbery_048,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_048,88,train
Robbery,Robbery_049,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_049,123,train
Robbery,Robbery_051,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_051,99,train
Robbery,Robbery_054,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_054,123,train
Robbery,Robbery_055,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_055,178,train
Robbery,Robbery_056,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_056,172,train
Robbery,Robbery_057,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_057,134,train
Robbery,Robbery_058,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_058,109,train
Robbery,Robbery_060,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_060,131,train
Robbery,Robbery_062,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_062,180,train
Robbery,Robbery_065,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_065,149,train
Robbery,Robbery_068,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_068,24,train
Robbery,Robbery_071,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_071,97,train
Robbery,Robbery_073,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_073,180,train
Robbery,Robbery_077,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_077,71,train
Robbery,Robbery_079,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_079,46,train
Robbery,Robbery_081,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_081,180,train
Robbery,Robbery_083,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_083,60,train
Robbery,Robbery_084,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_084,175,train
Robbery,Robbery_087,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_087,62,train
Robbery,Robbery_088,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_088,180,train
Robbery,Robbery_090,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_090,180,train
Robbery,Robbery_092,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_092,53,train
Robbery,Robbery_093,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_093,73,train
Robbery,Robbery_094,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_094,180,train
Robbery,Robbery_098,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_098,180,train
Robbery,Robbery_099,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_099,100,train
Robbery,Robbery_100,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_100,180,train
Robbery,Robbery_101,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_101,180,train
Robbery,Robbery_103,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_103,136,train
Robbery,Robbery_108,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_108,86,train
Robbery,Robbery_110,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_110,159,train
Robbery,Robbery_111,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_111,180,train
Robbery,Robbery_114,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_114,129,train
Robbery,Robbery_115,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_115,114,train
Robbery,Robbery_116,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_116,28,train
Robbery,Robbery_120,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_120,60,train
Robbery,Robbery_121,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_121,87,train
Robbery,Robbery_122,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_122,64,train
Robbery,Robbery_124,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_124,180,train
Robbery,Robbery_125,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_125,180,train
Robbery,Robbery_126,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_126,97,train
Robbery,Robbery_127,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_127,78,train
Robbery,Robbery_130,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_130,114,train
Robbery,Robbery_131,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_131,94,train
Robbery,Robbery_132,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_132,41,train
Robbery,Robbery_136,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_136,69,train
Robbery,Robbery_138,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_138,38,train
Robbery,Robbery_142,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_142,156,train
Robbery,Robbery_144,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_144,50,train
Robbery,Robbery_145,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_145,83,train
Robbery,Robbery_147,data/interim/clips_original_len16_seg180_uniform/Robbery/Robbery_147,54,train
Robbery,Robbery_039_aug1,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_039_aug1,32,train
Robbery,Robbery_098_aug2,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_098_aug2,180,train
Robbery,Robbery_060_aug3,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_060_aug3,131,train
Robbery,Robbery_088_aug4,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_088_aug4,180,train
Robbery,Robbery_126_aug5,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_126_aug5,97,train
Robbery,Robbery_021_aug6,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_021_aug6,180,train
Robbery,Robbery_071_aug7,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_071_aug7,97,train
Robbery,Robbery_147_aug8,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_147_aug8,54,train
Robbery,Robbery_100_aug9,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_100_aug9,180,train
Robbery,Robbery_017_aug10,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_017_aug10,180,train
Robbery,Robbery_036_aug11,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_036_aug11,180,train
Robbery,Robbery_084_aug12,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_084_aug12,175,train
Robbery,Robbery_015_aug13,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_015_aug13,171,train
Robbery,Robbery_013_aug14,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_013_aug14,180,train
Robbery,Robbery_131_aug15,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_131_aug15,94,train
Robbery,Robbery_051_aug16,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_051_aug16,99,train
Robbery,Robbery_046_aug17,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_046_aug17,53,train
Robbery,Robbery_026_aug18,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_026_aug18,180,train
Robbery,Robbery_027_aug19,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_027_aug19,180,train
Robbery,Robbery_145_aug20,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_145_aug20,83,train
Robbery,Robbery_103_aug21,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_103_aug21,136,train
Robbery,Robbery_147_aug22,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_147_aug22,54,train
Robbery,Robbery_033_aug23,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_033_aug23,59,train
Robbery,Robbery_081_aug24,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_081_aug24,180,train
Robbery,Robbery_006_aug25,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_006_aug25,180,train
Robbery,Robbery_090_aug26,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_090_aug26,180,train
Robbery,Robbery_116_aug27,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_116_aug27,28,train
Robbery,Robbery_021_aug28,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_021_aug28,180,train
Robbery,Robbery_121_aug29,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_121_aug29,87,train
Robbery,Robbery_034_aug30,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_034_aug30,180,train
Robbery,Robbery_101_aug31,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_101_aug31,180,train
Robbery,Robbery_042_aug32,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_042_aug32,135,train
Robbery,Robbery_016_aug33,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_016_aug33,103,train
Robbery,Robbery_098_aug34,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_098_aug34,180,train
Robbery,Robbery_030_aug35,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_030_aug35,180,train
Robbery,Robbery_014_aug36,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_014_aug36,180,train
Robbery,Robbery_138_aug37,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_138_aug37,38,train
Robbery,Robbery_114_aug38,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_114_aug38,129,train
Robbery,Robbery_017_aug39,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_017_aug39,180,train
Robbery,Robbery_127_aug40,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_127_aug40,78,train
Robbery,Robbery_138_aug41,data/interim/clips_oversample_original_len16_seg180_uniform_ratio10/Robbery/Robbery_138_aug41,38,train
Normal,Normal_001,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_001,34,val
Normal,Normal_004,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_004,57,test
Normal,Normal_015,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_015,30,val
Normal,Normal_017,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_017,53,val
Normal,Normal_026,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_026,170,val
Normal,Normal_028,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_028,180,val
Normal,Normal_035,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_035,180,val
Normal,Normal_037,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_037,28,test
Normal,Normal_038,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_038,180,val
Normal,Normal_046,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_046,180,val
Normal,Normal_049,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_049,180,test
Normal,Normal_052,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_052,20,test
Normal,Normal_109,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_109,107,test
Normal,Normal_112,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_112,51,val
Normal,Normal_123,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_123,180,val
Normal,Normal_127,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_127,111,val
Normal,Normal_145,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_145,180,val
Normal,Normal_146,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_146,51,test
Normal,Normal_151,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_151,180,test
Normal,Normal_157,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_157,12,test
Normal,Normal_160,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_160,180,test
Normal,Normal_166,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_166,100,test
Normal,Normal_167,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_167,98,test
Normal,Normal_180,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_180,180,test
Normal,Normal_201,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_201,178,val
Normal,Normal_207,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_207,163,val
Normal,Normal_209,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_209,39,val
Normal,Normal_211,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_211,180,test
Normal,Normal_234,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_234,180,test
Normal,Normal_246,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_246,180,val
Normal,Normal_253,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_253,32,val
Normal,Normal_283,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_283,180,val
Normal,Normal_312,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_312,78,test
Normal,Normal_313,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_313,81,test
Normal,Normal_323,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_323,180,test
Normal,Normal_344,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_344,13,val
Normal,Normal_349,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_349,180,test
Normal,Normal_354,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_354,112,test
Normal,Normal_360,data/interim/clips_original_len16_seg180_uniform/Normal/Normal_360,61,test
