class,directoryname,directorypath,numclips,split
Normal,Normal_172,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_172,180,train
Normal,Normal_174,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_174,114,train
Normal,Normal_177,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_177,180,val
Normal,Normal_180,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_180,180,test
Normal,Normal_181,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_181,180,train
Normal,Normal_199,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_199,180,train
Normal,Normal_201,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_201,180,val
Normal,Normal_206,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_206,180,train
Normal,Normal_207,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_207,180,val
Normal,Normal_209,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_209,78,val
Normal,Normal_211,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_211,180,test
Normal,Normal_213,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_213,180,train
Normal,Normal_214,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_214,180,train
Normal,Normal_234,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_234,180,test
Normal,Normal_237,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_237,180,train
Normal,Normal_239,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_239,180,train
Normal,Normal_246,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_246,180,val
Normal,Normal_247,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_247,180,train
Normal,Normal_253,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_253,63,val
Normal,Normal_283,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_283,180,val
Normal,Normal_289,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_289,106,train
Normal,Normal_299,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_299,176,train
Normal,Normal_306,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_306,180,train
Normal,Normal_312,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_312,156,test
Normal,Normal_313,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_313,162,test
Normal,Normal_314,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_314,140,train
Normal,Normal_317,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_317,115,train
Normal,Normal_318,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_318,161,train
Normal,Normal_323,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_323,180,test
Normal,Normal_344,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_344,25,val
Normal,Normal_349,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_349,180,test
Normal,Normal_350,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_350,180,train
Normal,Normal_354,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_354,180,test
Normal,Normal_360,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_360,122,test
Normal,Normal_361,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_361,176,train
Normal,Normal_365,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_365,180,train
Normal,Normal_370,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_370,180,test
Normal,Normal_371,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_371,180,test
Normal,Normal_375,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_375,180,train
Normal,Normal_399,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_399,180,train
Normal,Normal_401,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_401,180,train
Normal,Normal_402,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_402,71,train
Normal,Normal_403,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_403,50,train
Normal,Normal_416,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_416,167,train
Normal,Normal_417,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_417,133,train
Normal,Normal_439,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_439,180,test
Normal,Normal_450,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_450,180,train
Normal,Normal_452,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_452,54,train
Normal,Normal_453,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_453,180,test
Normal,Normal_454,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_454,180,train
Normal,Normal_456,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_456,180,train
Normal,Normal_457,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_457,180,train
Normal,Normal_458,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_458,180,val
Normal,Normal_460,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_460,180,train
Normal,Normal_465,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_465,180,test
Normal,Normal_498,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_498,180,test
Normal,Normal_508,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_508,176,train
Normal,Normal_509,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_509,86,train
Normal,Normal_523,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_523,51,test
Normal,Normal_566,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_566,180,train
Normal,Normal_570,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_570,104,val
Normal,Normal_579,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_579,180,train
Normal,Normal_585,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_585,180,train
Normal,Normal_598,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_598,180,val
Normal,Normal_599,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_599,180,train
Normal,Normal_605,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_605,180,train
Normal,Normal_613,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_613,180,val
Normal,Normal_619,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_619,180,val
Normal,Normal_620,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_620,180,val
Normal,Normal_641,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_641,180,test
Normal,Normal_654,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_654,180,train
Normal,Normal_666,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_666,180,test
Normal,Normal_670,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_670,180,train
Normal,Normal_674,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_674,180,train
Normal,Normal_678,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_678,180,train
Normal,Normal_682,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_682,180,test
Normal,Normal_689,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_689,180,test
Normal,Normal_694,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_694,180,val
Normal,Normal_695,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_695,180,train
Normal,Normal_699,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_699,180,train
Normal,Normal_706,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_706,112,val
Normal,Normal_711,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_711,180,train
Normal,Normal_722,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_722,180,test
Normal,Normal_726,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_726,180,test
Normal,Normal_753,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_753,109,train
Normal,Normal_758,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_758,180,val
Normal,Normal_759,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_759,110,train
Normal,Normal_795,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_795,180,train
Normal,Normal_801,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_801,180,test
Normal,Normal_820,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_820,82,train
Normal,Normal_846,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_846,180,test
Normal,Normal_854,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_854,180,train
Normal,Normal_855,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_855,180,test
Normal,Normal_881,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_881,27,train
Normal,Normal_885,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_885,58,test
Normal,Normal_929,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_929,114,train
Normal,Normal_945,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_945,180,val
Normal,Normal_946,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_946,180,test
Normal,Normal_948,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_948,180,val
Normal,Normal_949,data/interim/clips_original_len16_seg180_overlap_str8/Normal/Normal_949,137,test
Robbery,Robbery_001,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_001,122,test
Robbery,Robbery_002,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_002,180,test
Robbery,Robbery_003,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_003,122,test
Robbery,Robbery_004,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_004,180,val
Robbery,Robbery_005,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_005,180,val
Robbery,Robbery_006,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_006,180,train
Robbery,Robbery_007,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_007,180,val
Robbery,Robbery_008,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_008,180,val
Robbery,Robbery_009,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_009,180,train
Robbery,Robbery_010,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_010,180,train
Robbery,Robbery_011,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_011,161,train
Robbery,Robbery_012,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_012,92,test
Robbery,Robbery_013,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_013,180,train
Robbery,Robbery_014,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_014,180,train
Robbery,Robbery_015,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_015,180,train
Robbery,Robbery_016,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_016,180,train
Robbery,Robbery_017,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_017,180,train
Robbery,Robbery_018,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_018,180,val
Robbery,Robbery_019,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_019,180,test
Robbery,Robbery_020,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_020,180,val
Robbery,Robbery_021,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_021,180,train
Robbery,Robbery_022,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_022,180,train
Robbery,Robbery_023,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_023,137,train
Robbery,Robbery_024,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_024,180,train
Robbery,Robbery_025,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_025,180,val
Robbery,Robbery_026,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_026,180,train
Robbery,Robbery_027,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_027,180,train
Robbery,Robbery_028,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_028,180,train
Robbery,Robbery_030,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_030,180,train
Robbery,Robbery_033,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_033,117,train
Robbery,Robbery_034,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_034,180,train
Robbery,Robbery_035,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_035,180,train
Robbery,Robbery_036,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_036,180,train
Robbery,Robbery_037,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_037,180,train
Robbery,Robbery_039,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_039,64,train
Robbery,Robbery_040,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_040,129,val
Robbery,Robbery_041,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_041,169,train
Robbery,Robbery_042,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_042,180,train
Robbery,Robbery_043,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_043,128,test
Robbery,Robbery_044,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_044,57,train
Robbery,Robbery_045,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_045,180,train
Robbery,Robbery_046,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_046,105,train
Robbery,Robbery_047,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_047,180,train
Robbery,Robbery_048,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_048,175,train
Robbery,Robbery_049,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_049,180,train
Robbery,Robbery_051,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_051,180,train
Robbery,Robbery_054,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_054,180,train
Robbery,Robbery_055,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_055,180,train
Robbery,Robbery_056,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_056,180,train
Robbery,Robbery_057,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_057,180,train
Robbery,Robbery_058,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_058,180,train
Robbery,Robbery_059,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_059,180,test
Robbery,Robbery_060,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_060,180,train
Robbery,Robbery_061,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_061,180,test
Robbery,Robbery_062,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_062,180,train
Robbery,Robbery_064,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_064,176,test
Robbery,Robbery_065,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_065,180,train
Robbery,Robbery_066,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_066,180,test
Robbery,Robbery_067,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_067,180,test
Robbery,Robbery_068,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_068,48,train
Robbery,Robbery_069,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_069,85,val
Robbery,Robbery_070,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_070,72,val
Robbery,Robbery_071,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_071,180,train
Robbery,Robbery_073,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_073,180,train
Robbery,Robbery_074,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_074,97,val
Robbery,Robbery_075,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_075,180,val
Robbery,Robbery_077,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_077,141,train
Robbery,Robbery_079,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_079,92,train
Robbery,Robbery_081,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_081,180,train
Robbery,Robbery_083,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_083,119,train
Robbery,Robbery_084,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_084,180,train
Robbery,Robbery_085,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_085,180,val
Robbery,Robbery_086,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_086,180,val
Robbery,Robbery_087,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_087,124,train
Robbery,Robbery_088,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_088,180,train
Robbery,Robbery_090,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_090,180,train
Robbery,Robbery_091,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_091,180,val
Robbery,Robbery_092,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_092,105,train
Robbery,Robbery_093,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_093,145,train
Robbery,Robbery_094,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_094,180,train
Robbery,Robbery_097,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_097,180,test
Robbery,Robbery_098,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_098,180,train
Robbery,Robbery_099,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_099,180,train
Robbery,Robbery_100,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_100,180,train
Robbery,Robbery_101,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_101,180,train
Robbery,Robbery_103,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_103,180,train
Robbery,Robbery_105,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_105,180,test
Robbery,Robbery_108,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_108,171,train
Robbery,Robbery_109,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_109,180,val
Robbery,Robbery_110,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_110,180,train
Robbery,Robbery_111,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_111,180,train
Robbery,Robbery_113,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_113,100,test
Robbery,Robbery_114,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_114,180,train
Robbery,Robbery_115,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_115,180,train
Robbery,Robbery_116,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_116,55,train
Robbery,Robbery_117,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_117,180,test
Robbery,Robbery_119,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_119,180,test
Robbery,Robbery_120,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_120,119,train
Robbery,Robbery_121,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_121,174,train
Robbery,Robbery_122,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_122,127,train
Robbery,Robbery_123,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_123,134,test
Robbery,Robbery_124,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_124,180,train
Robbery,Robbery_125,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_125,180,train
Robbery,Robbery_126,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_126,180,train
Robbery,Robbery_127,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_127,156,train
Robbery,Robbery_128,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_128,180,val
Robbery,Robbery_129,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_129,180,val
Robbery,Robbery_130,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_130,180,train
Robbery,Robbery_131,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_131,180,train
Robbery,Robbery_132,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_132,81,train
Robbery,Robbery_133,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_133,180,test
Robbery,Robbery_134,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_134,77,test
Robbery,Robbery_135,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_135,180,test
Robbery,Robbery_136,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_136,137,train
Robbery,Robbery_137,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_137,180,val
Robbery,Robbery_138,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_138,76,train
Robbery,Robbery_139,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_139,121,test
Robbery,Robbery_140,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_140,132,test
Robbery,Robbery_141,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_141,180,test
Robbery,Robbery_142,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_142,180,train
Robbery,Robbery_143,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_143,95,test
Robbery,Robbery_144,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_144,99,train
Robbery,Robbery_145,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_145,166,train
Robbery,Robbery_146,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_146,180,val
Robbery,Robbery_147,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_147,108,train
Robbery,Robbery_149,data/interim/clips_original_len16_seg180_overlap_str8/Robbery/Robbery_149,156,test
