class,directoryname,directorypath,numclips,split
Normal,Normal_688,data/interim/clips_original_08_undersample/Normal/Normal_688,180,train
Normal,Normal_929,data/interim/clips_original_08_undersample/Normal/Normal_929,114,train
Normal,Normal_949,data/interim/clips_original_08_undersample/Normal/Normal_949,137,test
Normal,Normal_598,data/interim/clips_original_08_undersample/Normal/Normal_598,180,test
Normal,Normal_112,data/interim/clips_original_08_undersample/Normal/Normal_112,101,test
Normal,Normal_361,data/interim/clips_original_08_undersample/Normal/Normal_361,176,train
Normal,Normal_135,data/interim/clips_original_08_undersample/Normal/Normal_135,180,val
Normal,Normal_454,data/interim/clips_original_08_undersample/Normal/Normal_454,180,train
Normal,Normal_399,data/interim/clips_original_08_undersample/Normal/Normal_399,180,train
Normal,Normal_047,data/interim/clips_original_08_undersample/Normal/Normal_047,180,train
Normal,Normal_037,data/interim/clips_original_08_undersample/Normal/Normal_037,55,train
Normal,Normal_754,data/interim/clips_original_08_undersample/Normal/Normal_754,180,val
Normal,Normal_547,data/interim/clips_original_08_undersample/Normal/Normal_547,180,train
Normal,Normal_758,data/interim/clips_original_08_undersample/Normal/Normal_758,180,train
Normal,Normal_199,data/interim/clips_original_08_undersample/Normal/Normal_199,180,train
Normal,Normal_255,data/interim/clips_original_08_undersample/Normal/Normal_255,180,train
Normal,Normal_354,data/interim/clips_original_08_undersample/Normal/Normal_354,180,test
Normal,Normal_144,data/interim/clips_original_08_undersample/Normal/Normal_144,180,val
Normal,Normal_341,data/interim/clips_original_08_undersample/Normal/Normal_341,110,train
Normal,Normal_160,data/interim/clips_original_08_undersample/Normal/Normal_160,180,test
Normal,Normal_523,data/interim/clips_original_08_undersample/Normal/Normal_523,51,train
Normal,Normal_365,data/interim/clips_original_08_undersample/Normal/Normal_365,180,train
Normal,Normal_403,data/interim/clips_original_08_undersample/Normal/Normal_403,50,train
Normal,Normal_360,data/interim/clips_original_08_undersample/Normal/Normal_360,122,train
Normal,Normal_401,data/interim/clips_original_08_undersample/Normal/Normal_401,180,test
Normal,Normal_605,data/interim/clips_original_08_undersample/Normal/Normal_605,180,train
Normal,Normal_092,data/interim/clips_original_08_undersample/Normal/Normal_092,180,val
Normal,Normal_046,data/interim/clips_original_08_undersample/Normal/Normal_046,180,train
Normal,Normal_530,data/interim/clips_original_08_undersample/Normal/Normal_530,180,train
Normal,Normal_612,data/interim/clips_original_08_undersample/Normal/Normal_612,180,train
Normal,Normal_745,data/interim/clips_original_08_undersample/Normal/Normal_745,37,train
Normal,Normal_180,data/interim/clips_original_08_undersample/Normal/Normal_180,180,train
Normal,Normal_299,data/interim/clips_original_08_undersample/Normal/Normal_299,176,test
Normal,Normal_641,data/interim/clips_original_08_undersample/Normal/Normal_641,180,test
Normal,Normal_342,data/interim/clips_original_08_undersample/Normal/Normal_342,180,train
Normal,Normal_213,data/interim/clips_original_08_undersample/Normal/Normal_213,180,test
Normal,Normal_066,data/interim/clips_original_08_undersample/Normal/Normal_066,125,test
Normal,Normal_820,data/interim/clips_original_08_undersample/Normal/Normal_820,82,test
Normal,Normal_370,data/interim/clips_original_08_undersample/Normal/Normal_370,180,train
Normal,Normal_152,data/interim/clips_original_08_undersample/Normal/Normal_152,180,train
Normal,Normal_689,data/interim/clips_original_08_undersample/Normal/Normal_689,180,val
Normal,Normal_012,data/interim/clips_original_08_undersample/Normal/Normal_012,180,train
Normal,Normal_080,data/interim/clips_original_08_undersample/Normal/Normal_080,180,train
Normal,Normal_819,data/interim/clips_original_08_undersample/Normal/Normal_819,180,train
Normal,Normal_346,data/interim/clips_original_08_undersample/Normal/Normal_346,180,test
Normal,Normal_127,data/interim/clips_original_08_undersample/Normal/Normal_127,180,train
Normal,Normal_446,data/interim/clips_original_08_undersample/Normal/Normal_446,59,train
Normal,Normal_948,data/interim/clips_original_08_undersample/Normal/Normal_948,180,test
Normal,Normal_861,data/interim/clips_original_08_undersample/Normal/Normal_861,177,test
Normal,Normal_620,data/interim/clips_original_08_undersample/Normal/Normal_620,180,train
Normal,Normal_706,data/interim/clips_original_08_undersample/Normal/Normal_706,112,train
Normal,Normal_453,data/interim/clips_original_08_undersample/Normal/Normal_453,180,test
Normal,Normal_146,data/interim/clips_original_08_undersample/Normal/Normal_146,101,train
Normal,Normal_509,data/interim/clips_original_08_undersample/Normal/Normal_509,86,train
Normal,Normal_458,data/interim/clips_original_08_undersample/Normal/Normal_458,180,train
Normal,Normal_753,data/interim/clips_original_08_undersample/Normal/Normal_753,109,train
Normal,Normal_459,data/interim/clips_original_08_undersample/Normal/Normal_459,180,train
Normal,Normal_206,data/interim/clips_original_08_undersample/Normal/Normal_206,180,train
Normal,Normal_052,data/interim/clips_original_08_undersample/Normal/Normal_052,39,val
Normal,Normal_283,data/interim/clips_original_08_undersample/Normal/Normal_283,180,train
Normal,Normal_246,data/interim/clips_original_08_undersample/Normal/Normal_246,180,train
Normal,Normal_023,data/interim/clips_original_08_undersample/Normal/Normal_023,180,test
Normal,Normal_289,data/interim/clips_original_08_undersample/Normal/Normal_289,106,train
Normal,Normal_687,data/interim/clips_original_08_undersample/Normal/Normal_687,180,val
Normal,Normal_450,data/interim/clips_original_08_undersample/Normal/Normal_450,180,train
Normal,Normal_314,data/interim/clips_original_08_undersample/Normal/Normal_314,140,train
Normal,Normal_096,data/interim/clips_original_08_undersample/Normal/Normal_096,96,test
Normal,Normal_305,data/interim/clips_original_08_undersample/Normal/Normal_305,180,train
Normal,Normal_674,data/interim/clips_original_08_undersample/Normal/Normal_674,180,train
Normal,Normal_143,data/interim/clips_original_08_undersample/Normal/Normal_143,180,train
Normal,Normal_145,data/interim/clips_original_08_undersample/Normal/Normal_145,180,val
Normal,Normal_512,data/interim/clips_original_08_undersample/Normal/Normal_512,180,train
Normal,Normal_335,data/interim/clips_original_08_undersample/Normal/Normal_335,180,train
Normal,Normal_439,data/interim/clips_original_08_undersample/Normal/Normal_439,180,val
Normal,Normal_682,data/interim/clips_original_08_undersample/Normal/Normal_682,180,test
Normal,Normal_854,data/interim/clips_original_08_undersample/Normal/Normal_854,180,test
Normal,Normal_061,data/interim/clips_original_08_undersample/Normal/Normal_061,180,train
Normal,Normal_772,data/interim/clips_original_08_undersample/Normal/Normal_772,165,val
Normal,Normal_597,data/interim/clips_original_08_undersample/Normal/Normal_597,180,train
Normal,Normal_234,data/interim/clips_original_08_undersample/Normal/Normal_234,180,train
Normal,Normal_167,data/interim/clips_original_08_undersample/Normal/Normal_167,180,train
Normal,Normal_613,data/interim/clips_original_08_undersample/Normal/Normal_613,180,train
Normal,Normal_043,data/interim/clips_original_08_undersample/Normal/Normal_043,180,train
Normal,Normal_150,data/interim/clips_original_08_undersample/Normal/Normal_150,107,train
Normal,Normal_323,data/interim/clips_original_08_undersample/Normal/Normal_323,180,train
Normal,Normal_237,data/interim/clips_original_08_undersample/Normal/Normal_237,180,val
Normal,Normal_049,data/interim/clips_original_08_undersample/Normal/Normal_049,180,train
Normal,Normal_344,data/interim/clips_original_08_undersample/Normal/Normal_344,25,test
Normal,Normal_085,data/interim/clips_original_08_undersample/Normal/Normal_085,180,train
Normal,Normal_566,data/interim/clips_original_08_undersample/Normal/Normal_566,180,train
Normal,Normal_445,data/interim/clips_original_08_undersample/Normal/Normal_445,180,val
Normal,Normal_028,data/interim/clips_original_08_undersample/Normal/Normal_028,180,test
Normal,Normal_205,data/interim/clips_original_08_undersample/Normal/Normal_205,180,train
Normal,Normal_313,data/interim/clips_original_08_undersample/Normal/Normal_313,162,val
Normal,Normal_318,data/interim/clips_original_08_undersample/Normal/Normal_318,161,test
Normal,Normal_058,data/interim/clips_original_08_undersample/Normal/Normal_058,122,val
Normal,Normal_345,data/interim/clips_original_08_undersample/Normal/Normal_345,25,test
